Timestamp Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions  Aircraft_num Company Status Flight_time Miles_travelled Battery_soc Charger_id Charge_time Fault_count Charge_sessions 
22049 0 ALPHA 0 0.3057 36.7000 82.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.3199 38.4000 81.0000 0 0.0000 0.0000 0 2 BETA 0 0.3182 31.8206 53.0000 0 0.0000 0.0000 0 3 BETA 0 0.3174 31.7373 53.0000 0 0.0000 0.0000 0 4 BETA 0 0.3190 31.9039 53.0000 0 0.0000 0.0000 0 5 BETA 0 0.3199 31.9872 52.0000 0 0.0000 0.0000 0 6 CHARLIE 0 0.3199 51.1872 49.0000 0 0.0000 0.0000 0 7 CHARLIE 0 0.3190 51.0539 49.0000 0 0.0000 0.0000 0 8 CHARLIE 0 0.3190 51.0539 49.0000 0 0.0000 0.0000 0 9 CHARLIE 0 0.3115 49.8542 51.0000 0 0.0000 0.0000 0 10 CHARLIE 0 0.3132 50.1208 50.0000 0 0.0000 0.0000 0 11 DELTA 0 0.3049 27.4500 82.0000 0 0.0000 0.0000 0 12 DELTA 0 0.3065 27.6000 82.0000 0 0.0000 0.0000 0 13 DELTA 0 0.3082 27.7500 82.0000 0 0.0000 0.0000 0 14 DELTA 0 0.3057 27.5250 82.0000 0 0.0000 0.0000 0 15 DELTA 0 0.3149 28.3500 82.0000 0 0.0000 0.0000 0 16 DELTA 0 0.3124 28.1250 82.0000 0 0.0000 0.0000 0 17 DELTA 0 0.3107 27.9750 82.0000 0 0.0000 0.0000 0 18 DELTA 0 0.3049 27.4500 82.0000 0 0.0000 0.0000 0 19 ECHO 0 0.3057 9.1750 65.0000 0 0.0000 0.0000 0 
24079 0 ALPHA 0 0.3315 39.8000 81.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.3457 41.5000 80.0000 0 0.0000 0.0000 0 2 BETA 0 0.3440 34.4029 49.0000 0 0.0000 0.0000 0 3 BETA 0 0.3432 34.3196 49.0000 0 0.0000 0.0000 0 4 BETA 0 0.3449 34.4862 49.0000 0 0.0000 0.0000 0 5 BETA 0 0.3457 34.5695 49.0000 0 0.0000 0.0000 0 6 CHARLIE 0 0.3457 55.3195 45.0000 0 0.0000 0.0000 0 7 CHARLIE 0 0.3449 55.1862 45.0000 0 0.0000 0.0000 0 8 CHARLIE 0 0.3449 55.1862 45.0000 0 0.0000 0.0000 0 9 CHARLIE 0 0.3374 53.9865 47.0000 0 0.0000 0.0000 0 10 CHARLIE 0 0.3390 54.2531 46.0000 0 0.0000 0.0000 0 11 DELTA 0 0.3307 29.7750 81.0000 0 0.0000 0.0000 0 12 DELTA 0 0.3324 29.9250 81.0000 0 0.0000 0.0000 0 13 DELTA 0 0.3340 30.0750 80.0000 0 0.0000 0.0000 0 14 DELTA 0 0.3315 29.8500 81.0000 0 0.0000 0.0000 0 15 DELTA 0 0.3415 30.7500 80.0000 0 0.0000 0.0000 0 16 DELTA 0 0.3382 30.4500 80.0000 0 0.0000 0.0000 0 17 DELTA 0 0.3365 30.3000 80.0000 0 0.0000 0.0000 0 18 DELTA 0 0.3307 29.7750 81.0000 0 0.0000 0.0000 0 19 ECHO 0 0.3315 9.9500 62.0000 0 0.0000 0.0000 0 
26079 0 ALPHA 0 0.3607 43.3000 79.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.3740 44.9000 78.0000 0 0.0000 0.0000 0 2 BETA 0 0.3724 37.2351 45.0000 0 0.0000 0.0000 0 3 BETA 0 0.3715 37.1518 45.0000 0 0.0000 0.0000 0 4 BETA 0 0.3732 37.3184 44.0000 0 0.0000 0.0000 0 5 BETA 0 0.3740 37.4017 44.0000 0 0.0000 0.0000 0 6 CHARLIE 0 0.3740 59.8517 41.0000 0 0.0000 0.0000 0 7 CHARLIE 0 0.3732 59.7184 41.0000 0 0.0000 0.0000 0 8 CHARLIE 0 0.3732 59.7184 41.0000 0 0.0000 0.0000 0 9 CHARLIE 0 0.3649 58.3854 42.0000 0 0.0000 0.0000 0 10 CHARLIE 0 0.3682 58.9186 42.0000 0 0.0000 0.0000 0 11 DELTA 0 0.3590 32.3250 79.0000 0 0.0000 0.0000 0 12 DELTA 0 0.3607 32.4750 79.0000 0 0.0000 0.0000 0 13 DELTA 0 0.3632 32.7000 79.0000 0 0.0000 0.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.3699 33.3000 78.0000 0 0.0000 0.0000 0 16 DELTA 0 0.3665 33.0000 78.0000 0 0.0000 0.0000 0 17 DELTA 0 0.3657 32.9250 79.0000 0 0.0000 0.0000 0 18 DELTA 0 0.3590 32.3250 79.0000 0 0.0000 0.0000 0 19 ECHO 0 0.3599 10.8000 59.0000 0 0.0000 0.0000 0 
28079 0 ALPHA 0 0.3932 47.2000 77.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.4073 48.9000 76.0000 0 0.0000 0.0000 0 2 BETA 0 0.4057 40.5671 40.0000 0 0.0000 0.0000 0 3 BETA 0 0.4048 40.4838 40.0000 0 0.0000 0.0000 0 4 BETA 0 0.4065 40.6504 39.0000 0 0.0000 0.0000 0 5 BETA 0 0.4073 40.7337 39.0000 0 0.0000 0.0000 0 6 CHARLIE 0 0.4073 65.1837 35.0000 0 0.0000 0.0000 0 7 CHARLIE 0 0.4065 65.0504 35.0000 0 0.0000 0.0000 0 8 CHARLIE 0 0.4065 65.0504 35.0000 0 0.0000 0.0000 0 9 CHARLIE 0 0.3982 63.7174 37.0000 0 0.0000 0.0000 0 10 CHARLIE 0 0.4015 64.2506 36.0000 0 0.0000 0.0000 0 11 DELTA 0 0.3923 35.3250 77.0000 0 0.0000 0.0000 0 12 DELTA 0 0.3940 35.4750 77.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.4032 36.3000 76.0000 0 0.0000 0.0000 0 16 DELTA 0 0.3998 36.0000 76.0000 0 0.0000 0.0000 0 17 DELTA 0 0.3990 35.9250 77.0000 0 0.0000 0.0000 0 18 DELTA 0 0.3923 35.3250 77.0000 0 0.0000 0.0000 0 19 ECHO 0 0.3932 11.8000 55.0000 0 0.0000 0.0000 0 
30079 0 ALPHA 0 0.4257 51.1000 75.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.4407 52.9000 74.0000 0 0.0000 0.0000 0 2 BETA 0 0.4390 43.8991 35.0000 0 0.0000 0.0000 0 3 BETA 0 0.4382 43.8158 35.0000 0 0.0000 0.0000 0 4 BETA 0 0.4398 43.9824 34.0000 0 0.0000 0.0000 0 5 BETA 0 0.4407 44.0657 34.0000 0 0.0000 0.0000 0 6 CHARLIE 0 0.4407 70.5157 30.0000 0 0.0000 0.0000 0 7 CHARLIE 0 0.4398 70.3824 30.0000 0 0.0000 0.0000 0 8 CHARLIE 0 0.4398 70.3824 30.0000 0 0.0000 0.0000 0 9 CHARLIE 0 0.4315 69.0494 31.0000 0 0.0000 0.0000 0 10 CHARLIE 0 0.4348 69.5826 31.0000 0 0.0000 0.0000 0 11 DELTA 0 0.4257 38.3250 75.0000 0 0.0000 0.0000 0 12 DELTA 0 0.4265 38.4000 75.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.4365 39.3000 74.0000 0 0.0000 0.0000 0 16 DELTA 0 0.4332 39.0000 74.0000 0 0.0000 0.0000 0 17 DELTA 0 0.4323 38.9250 75.0000 0 0.0000 0.0000 0 18 DELTA 0 0.4248 38.2500 75.0000 0 0.0000 0.0000 0 19 ECHO 0 0.4257 12.7750 51.0000 0 0.0000 0.0000 0 
32079 0 ALPHA 0 0.4590 55.1000 73.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.4740 56.9000 72.0000 0 0.0000 0.0000 0 2 BETA 0 0.4723 47.2311 30.0000 0 0.0000 0.0000 0 3 BETA 0 0.4706 47.0645 30.0000 0 0.0000 0.0000 0 4 BETA 0 0.4731 47.3144 29.0000 0 0.0000 0.0000 0 5 BETA 0 0.4740 47.3977 29.0000 0 0.0000 0.0000 0 6 CHARLIE 0 0.4740 75.8477 25.0000 0 0.0000 0.0000 0 7 CHARLIE 0 0.4731 75.7144 25.0000 0 0.0000 0.0000 0 8 CHARLIE 0 0.4731 75.7144 25.0000 0 0.0000 0.0000 0 9 CHARLIE 0 0.4648 74.3814 26.0000 0 0.0000 0.0000 0 10 CHARLIE 0 0.4681 74.9146 26.0000 0 0.0000 0.0000 0 11 DELTA 0 0.4590 41.3250 73.0000 0 0.0000 0.0000 0 12 DELTA 0 0.4598 41.4000 73.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.4698 42.3000 72.0000 0 0.0000 0.0000 0 16 DELTA 0 0.4665 42.0000 72.0000 0 0.0000 0.0000 0 17 DELTA 0 0.4656 41.9250 73.0000 0 0.0000 0.0000 0 18 DELTA 0 0.4581 41.2500 73.0000 0 0.0000 0.0000 0 19 ECHO 0 0.4590 13.7750 47.0000 0 0.0000 0.0000 0 
34094 0 ALPHA 0 0.4873 58.5000 71.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.5040 60.5000 70.0000 0 0.0000 0.0000 0 2 BETA 0 0.5031 50.3132 25.0000 0 0.0000 0.0000 0 3 BETA 0 0.4998 49.9800 25.0000 0 0.0000 0.0000 0 4 BETA 0 0.5040 50.3965 25.0000 0 0.0000 0.0000 0 5 BETA 0 0.5048 50.4798 25.0000 0 0.0000 0.0000 0 6 CHARLIE 0 0.5048 80.7798 20.0000 0 0.0000 0.0000 0 7 CHARLIE 0 0.5031 80.5132 20.0000 0 0.0000 0.0000 0 8 CHARLIE 0 0.5031 80.5132 20.0000 0 0.0000 0.0000 0 9 CHARLIE 0 0.4931 78.9136 22.0000 0 0.0000 0.0000 0 10 CHARLIE 0 0.4948 79.1802 21.0000 0 0.0000 0.0000 0 11 DELTA 0 0.4873 43.8750 71.0000 0 0.0000 0.0000 0 12 DELTA 0 0.4906 44.1750 71.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.4981 44.8500 71.0000 0 0.0000 0.0000 0 16 DELTA 0 0.4948 44.5500 71.0000 0 0.0000 0.0000 0 17 DELTA 0 0.4931 44.4000 71.0000 0 0.0000 0.0000 0 18 DELTA 0 0.4881 43.9500 71.0000 0 0.0000 0.0000 0 19 ECHO 0 0.4865 14.6000 44.0000 0 0.0000 0.0000 0 
36094 0 ALPHA 0 0.5165 62.0000 69.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.5315 63.8000 69.0000 0 0.0000 0.0000 0 2 BETA 0 0.5306 53.0621 21.0000 0 0.0000 0.0000 0 3 BETA 0 0.5265 52.6456 21.0000 0 0.0000 0.0000 0 4 BETA 0 0.5306 53.0621 21.0000 0 0.0000 0.0000 0 5 BETA 0 0.5331 53.3120 20.0000 0 0.0000 0.0000 0 6 CHARLIE 0 0.5331 85.3120 15.0000 0 0.0000 0.0000 0 7 CHARLIE 0 0.5306 84.9121 16.0000 0 0.0000 0.0000 0 8 CHARLIE 0 0.5306 84.9121 16.0000 0 0.0000 0.0000 0 9 CHARLIE 0 0.5215 83.4458 17.0000 0 0.0000 0.0000 0 10 CHARLIE 0 0.5215 83.4458 17.0000 0 0.0000 0.0000 0 11 DELTA 0 0.5148 46.3500 70.0000 0 0.0000 0.0000 0 12 DELTA 0 0.5181 46.6500 69.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.5265 47.4000 69.0000 0 0.0000 0.0000 0 16 DELTA 0 0.5215 46.9500 69.0000 0 0.0000 0.0000 0 17 DELTA 0 0.5206 46.8750 69.0000 0 0.0000 0.0000 0 18 DELTA 0 0.5165 46.5000 69.0000 0 0.0000 0.0000 0 19 ECHO 0 0.5140 15.4250 41.0000 0 0.0000 0.0000 0 
38094 0 ALPHA 0 0.5489 65.9000 68.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.5648 67.8000 67.0000 0 0.0000 0.0000 0 2 BETA 0 0.5631 56.3108 16.0000 0 0.0000 0.0000 0 3 BETA 0 0.5589 55.8943 17.0000 0 0.0000 0.0000 0 4 BETA 0 0.5639 56.3941 16.0000 0 0.0000 0.0000 0 5 BETA 0 0.5656 56.5607 16.0000 0 0.0000 0.0000 0 6 CHARLIE 2 0.5631 90.1108 10.0000 1 0.0008 0.0000 1 7 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 8 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 9 CHARLIE 0 0.5531 88.5112 12.0000 0 0.0000 0.0000 0 10 CHARLIE 0 0.5523 88.3779 12.0000 0 0.0000 0.0000 0 11 DELTA 0 0.5456 49.1250 68.0000 0 0.0000 0.0000 0 12 DELTA 0 0.5506 49.5750 67.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.5564 50.1000 67.0000 0 0.0000 0.0000 0 16 DELTA 0 0.5531 49.8000 67.0000 0 0.0000 0.0000 0 17 DELTA 0 0.5531 49.8000 67.0000 0 0.0000 0.0000 0 18 DELTA 0 0.5489 49.4250 68.0000 0 0.0000 0.0000 0 19 ECHO 0 0.5456 16.3750 37.0000 0 0.0000 0.0000 0 
40094 0 ALPHA 0 0.5806 69.7000 66.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.5964 71.6000 65.0000 0 0.0000 0.0000 0 2 BETA 0 0.5956 59.5595 11.0000 0 0.0000 0.0000 0 3 BETA 0 0.5906 59.0597 12.0000 0 0.0000 0.0000 0 4 BETA 0 0.5956 59.5595 11.0000 0 0.0000 0.0000 0 5 BETA 0 0.5973 59.7261 11.0000 0 0.0000 0.0000 0 6 CHARLIE 2 0.5631 90.1108 10.0000 1 0.0333 0.0000 1 7 CHARLIE 2 0.5631 90.1108 10.0000 2 0.0317 0.0000 1 8 CHARLIE 2 0.5631 90.1108 10.0000 3 0.0308 0.0000 1 9 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 10 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 11 DELTA 0 0.5764 51.9000 66.0000 0 0.0000 0.0000 0 12 DELTA 0 0.5823 52.4250 66.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.5881 52.9500 65.0000 0 0.0000 0.0000 0 16 DELTA 0 0.5839 52.5750 65.0000 0 0.0000 0.0000 0 17 DELTA 0 0.5839 52.5750 65.0000 0 0.0000 0.0000 0 18 DELTA 0 0.5806 52.2750 66.0000 0 0.0000 0.0000 0 19 ECHO 0 0.5764 17.3000 34.0000 0 0.0000 0.0000 0 
42094 0 ALPHA 0 0.6089 73.1000 64.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.6256 75.1000 63.0000 0 0.0000 0.0000 0 2 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 3 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 4 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 5 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 6 CHARLIE 2 0.5631 90.1108 10.0000 1 0.0625 0.0000 1 7 CHARLIE 2 0.5631 90.1108 10.0000 2 0.0608 0.0000 1 8 CHARLIE 2 0.5631 90.1108 10.0000 3 0.0600 0.0000 1 9 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 10 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 11 DELTA 0 0.6014 54.1500 64.0000 0 0.0000 0.0000 0 12 DELTA 0 0.6098 54.9000 64.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.6123 55.1250 64.0000 0 0.0000 0.0000 0 16 DELTA 0 0.6081 54.7500 64.0000 0 0.0000 0.0000 0 17 DELTA 0 0.6089 54.8250 64.0000 0 0.0000 0.0000 0 18 DELTA 0 0.6056 54.5250 64.0000 0 0.0000 0.0000 0 19 ECHO 0 0.6031 18.1000 31.0000 0 0.0000 0.0000 0 
44110 0 ALPHA 0 0.6356 76.3000 62.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.6547 78.6000 61.0000 0 0.0000 0.0000 0 2 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 3 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 4 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 5 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 6 CHARLIE 2 0.5631 90.1108 10.0000 1 0.0916 0.0000 1 7 CHARLIE 2 0.5631 90.1108 10.0000 2 0.0900 0.0000 1 8 CHARLIE 2 0.5631 90.1108 10.0000 3 0.0891 0.0000 1 9 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 10 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 11 DELTA 0 0.6289 56.6250 63.0000 0 0.0000 0.0000 0 12 DELTA 0 0.6372 57.3750 62.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.6364 57.3000 62.0000 0 0.0000 0.0000 0 16 DELTA 0 0.6339 57.0750 62.0000 0 0.0000 0.0000 0 17 DELTA 0 0.6331 57.0000 62.0000 0 0.0000 0.0000 0 18 DELTA 0 0.6314 56.8500 63.0000 0 0.0000 0.0000 0 19 ECHO 0 0.6289 18.8750 28.0000 0 0.0000 0.0000 0 
46119 0 ALPHA 0 0.6622 79.5000 61.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.6856 82.3000 59.0000 0 0.0000 0.0000 0 2 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 3 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 4 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 5 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 6 CHARLIE 2 0.5631 90.1108 10.0000 1 0.1216 0.0000 1 7 CHARLIE 2 0.5631 90.1108 10.0000 2 0.1208 0.0000 1 8 CHARLIE 2 0.5631 90.1108 10.0000 3 0.1200 0.0000 1 9 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 10 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 11 DELTA 0 0.6547 58.9500 61.0000 0 0.0000 0.0000 0 12 DELTA 0 0.6647 59.8500 61.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.6639 59.7750 61.0000 0 0.0000 0.0000 0 16 DELTA 0 0.6597 59.4000 61.0000 0 0.0000 0.0000 0 17 DELTA 0 0.6606 59.4750 61.0000 0 0.0000 0.0000 0 18 DELTA 0 0.6564 59.1000 61.0000 0 0.0000 0.0000 0 19 ECHO 0 0.6556 19.6750 24.0000 0 0.0000 0.0000 0 
48136 0 ALPHA 0 0.6889 82.7000 59.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.7164 86.0000 57.0000 0 0.0000 0.0000 0 2 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 3 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 4 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 5 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 6 CHARLIE 2 0.5631 90.1108 10.0000 1 0.1524 0.0000 1 7 CHARLIE 2 0.5631 90.1108 10.0000 2 0.1508 0.0000 1 8 CHARLIE 2 0.5631 90.1108 10.0000 3 0.1508 0.0000 1 9 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 10 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 11 DELTA 0 0.6822 61.4250 60.0000 0 0.0000 0.0000 0 12 DELTA 0 0.6914 62.2500 59.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.6906 62.1750 59.0000 0 0.0000 0.0000 0 16 DELTA 0 0.6864 61.8000 59.0000 0 0.0000 0.0000 0 17 DELTA 0 0.6847 61.6500 59.0000 0 0.0000 0.0000 0 18 DELTA 0 0.6831 61.5000 59.0000 0 0.0000 0.0000 0 19 ECHO 0 0.6814 20.4500 21.0000 0 0.0000 0.0000 0 
50145 0 ALPHA 0 0.7147 85.8000 58.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.7464 89.6000 56.0000 0 0.0000 0.0000 0 2 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 3 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 4 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 5 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 6 CHARLIE 2 0.5631 90.1108 10.0000 1 0.1824 0.0000 1 7 CHARLIE 2 0.5631 90.1108 10.0000 2 0.1816 0.0000 1 8 CHARLIE 2 0.5631 90.1108 10.0000 3 0.1808 0.0000 1 9 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 10 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 11 DELTA 0 0.7097 63.9000 58.0000 0 0.0000 0.0000 0 12 DELTA 0 0.7197 64.8000 57.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.7180 64.6500 57.0000 0 0.0000 0.0000 0 16 DELTA 0 0.7105 63.9750 58.0000 0 0.0000 0.0000 0 17 DELTA 0 0.7080 63.7500 58.0000 0 0.0000 0.0000 0 18 DELTA 0 0.7089 63.8250 58.0000 0 0.0000 0.0000 0 19 ECHO 0 0.7089 21.2750 18.0000 0 0.0000 0.0000 0 
52158 0 ALPHA 0 0.7430 89.2000 56.0000 0 0.0000 0.0000 0 1 ALPHA 0 0.7764 93.2000 54.0000 0 0.0000 0.0000 0 2 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 3 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 4 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 5 BETA 1 0.5998 59.9760 10.0000 0 0.0000 0.0000 0 6 CHARLIE 2 0.5631 90.1108 10.0000 1 0.2124 0.0000 1 7 CHARLIE 2 0.5631 90.1108 10.0000 2 0.2116 0.0000 1 8 CHARLIE 2 0.5631 90.1108 10.0000 3 0.2107 0.0000 1 9 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 10 CHARLIE 1 0.5631 90.1108 10.0000 0 0.0000 0.0000 0 11 DELTA 0 0.7355 66.2250 56.0000 0 0.0000 0.0000 0 12 DELTA 0 0.7455 67.1250 56.0000 0 0.0000 0.0000 0 13 DELTA 3 0.3948 35.5500 77.0000 0 0.0000 1.0000 0 14 DELTA 3 0.3432 30.9000 80.0000 0 0.0000 1.0000 0 15 DELTA 0 0.7430 66.9000 56.0000 0 0.0000 0.0000 0 16 DELTA 0 0.7364 66.3000 56.0000 0 0.0000 0.0000 0 17 DELTA 0 0.7322 65.9250 57.0000 0 0.0000 0.0000 0 18 DELTA 0 0.7364 66.3000 56.0000 0 0.0000 0.0000 0 19 ECHO 0 0.7347 22.0500 15.0000 0 0.0000 0.0000 0 
